1.030101459626114657e+00 1.010201057089426202e+00 1.030079136792737993e+00 1.010026997328352882e+00 1.006670599839156299e+00 9.785427162734723350e-01 9.616640579061179750e-01 9.490223710115052169e-01 9.709749947419837879e-01 9.833517363635536634e-01 1.008305184282141775e+00
1.030050989366841474e+00 1.010052590175873233e+00 1.030026628796760546e+00 1.009979255708571388e+00 1.006513835213178609e+00 9.781633163313712132e-01 9.609823807713286925e-01 9.485230926710100929e-01 9.710768271126807294e-01 9.833502428871832013e-01 1.008254957406266250e+00
1.030009180143781178e+00 1.009928143009337642e+00 1.029994481769395342e+00 1.009942744491249877e+00 1.006389993866361854e+00 9.778605537145573789e-01 9.604352203751533867e-01 9.481063168909509287e-01 9.710838788103545172e-01 9.833233130698246782e-01 1.008217316519223195e+00
1.029973934063758367e+00 1.010068169465975219e+00 1.029945957157691439e+00 1.010002361063643272e+00 1.006521024388091101e+00 9.784546283830767299e-01 9.617484829694151749e-01 9.492803772672900875e-01 9.718646146629769111e-01 9.836526049311821174e-01 1.008260713118644070e+00
1.029916900309097105e+00 1.009911001154755184e+00 1.029903887686545838e+00 1.009986389795715755e+00 1.006348853900441709e+00 9.780458735429011785e-01 9.610179675281905753e-01 9.487537297853300133e-01 9.720172910530926469e-01 9.836827909331986586e-01 1.008224503451951470e+00
1.029865115707941925e+00 1.009929686055230702e+00 1.029860959080948435e+00 1.010036530429747614e+00 1.006351320779180547e+00 9.782432992370699854e-01 9.615401174974708143e-01 9.492832065508802764e-01 9.726180747341798272e-01 9.839269237041892158e-01 1.008244956477043930e+00
1.029994889294797877e+00 1.009980383276445126e+00 1.030008627528208320e+00 1.010047388368875865e+00 1.006418863562656529e+00 9.780317922782844064e-01 9.608273067437265169e-01 9.484972093889981748e-01 9.714935085032595508e-01 9.835269086909592673e-01 1.008275416152614623e+00
1.029933328563360506e+00 1.009895674907531404e+00 1.029960468168417798e+00 1.010045352532610297e+00 1.006328022794750865e+00 9.779200059491393038e-01 9.607215744200111596e-01 9.484913902646155970e-01 9.718419494393611968e-01 9.836455693347562201e-01 1.008259279064071201e+00
1.029873265583282294e+00 1.009834094684202377e+00 1.029919009109586003e+00 1.010062417004770730e+00 1.006258411492808591e+00 9.778793267993638461e-01 9.607599462988771766e-01 9.486060280850944215e-01 9.722388099037849729e-01 9.837929915731703501e-01 1.008255774954426753e+00
1.029965952831888520e+00 1.010073608893272246e+00 1.030008611638480343e+00 1.010139899141750730e+00 1.006504683795690802e+00 9.784406798770037827e-01 9.617388468360289489e-01 9.493166292742126755e-01 9.720488129438912273e-01 9.837861979429874948e-01 1.008338235208203093e+00
1.029976037677553302e+00 1.009926921556045132e+00 1.030036657410548617e+00 1.010098939989339417e+00 1.006359159606452502e+00 9.778876926528766722e-01 9.605664063041248202e-01 9.483079508170878524e-01 9.715355946600068293e-01 9.835631895163472471e-01 1.008301670778452008e+00
1.029925881362186768e+00 1.009866688222236908e+00 1.030000630072259504e+00 1.010098860426802414e+00 1.006297137847895096e+00 9.778355403136891333e-01 9.605590785373294693e-01 9.483624592926560570e-01 9.718163935252031038e-01 9.836612240583789690e-01 1.008292093607474404e+00
1.029886737656770634e+00 1.009685370196530707e+00 1.029997800657257878e+00 1.010059839380264446e+00 1.006122976460143592e+00 9.773350503286419855e-01 9.595877004201950333e-01 9.475625637695530568e-01 9.715557525483186074e-01 9.835308347821704045e-01 1.008251584215310359e+00
1.029849745180375420e+00 1.009669045054878866e+00 1.029985570429307939e+00 1.010073000671751098e+00 1.006115570459080288e+00 9.774181587927769366e-01 9.598250591755435046e-01 9.477837224108297542e-01 9.717396611094155645e-01 9.836063798731307095e-01 1.008259464196791022e+00
