-1.276756478318930077e-17 -1.840408167744009613e-17 -1.460819769243627254e-17 -4.090295353882155294e-18
1.659347894085770480e-07 2.701927679413454516e-07 2.550009788848268636e-07 4.100020810789797577e-07
1.728633529632970812e-06 2.672741761280961701e-06 -4.973142797610328535e-07 -8.376808936294688067e-07
3.329055358561017955e-06 5.138906610632979345e-06 2.072045049700647299e-07 2.943751506483416251e-07
5.653245167401416940e-06 8.680493198909760227e-06 8.218996735454862528e-07 1.244578107173353982e-06
8.818796782198819526e-06 1.346881670948041512e-05 1.587812417412440785e-06 2.405596607195017022e-06
1.217907338393724249e-05 1.858836106671240954e-05 5.256123221763154467e-06 8.226290527092284621e-06
1.521646799867330912e-05 2.319751575066322086e-05 1.085661827955483822e-05 1.704746878919373762e-05
1.742677425181509858e-05 2.637240906002762551e-05 1.458967998803464543e-05 2.269602792566412848e-05
1.717964190223109894e-05 2.555344677684470811e-05 1.546524322889260530e-05 2.367014162590710651e-05
1.557516148367307833e-05 2.266885861979928385e-05 1.651074141119540683e-05 2.494661394931689687e-05
1.435783115400020850e-05 2.049156527888712224e-05 1.780440854178109452e-05 2.662077559201873268e-05
1.337209214989856352e-05 1.867805151734676443e-05 1.756715502211280512e-05 2.580882554663990655e-05
1.145564439181003947e-05 1.541870264437771669e-05 1.644115461411482307e-05 2.361261868108529218e-05
1.030256308570667373e-05 1.336480725321694915e-05 1.388536498808333419e-05 1.915647914958224532e-05
8.289276997374349468e-06 9.980356784224420660e-06 1.084915234050624845e-05 1.403788312729611275e-05
4.127649264841680615e-06 3.210967697378712106e-06 5.860713364869918343e-06 5.894211250753004857e-06
3.792505311513593770e-06 2.641689264437343509e-06 2.833704377312950052e-06 1.041399504793986445e-06
2.667326614212594307e-06 8.151963647855372829e-07 -3.454323529442885809e-07 -3.964665658494115893e-06
1.558199006897502516e-06 -9.002425686065280181e-07 -1.898468934056224224e-06 -6.256012172747138552e-06
-1.653216888341703643e-07 -3.527530819995187258e-06 -2.749015315437221924e-06 -7.380171676749977624e-06
